"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_AJC1";"Mat_NJB1";"Mat_NJB2";"Mat_NJC1";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"2217";"Banskobystrickı";"Brezno";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 35";"Nemecká";"97697";;;;;;;;;;;"19,4228";"50,071";;;"51,9134";"53,7906";"15,8845";;;;;;;;;;;;;"67,4173";;;;
"2218";"Banskobystrickı";"Brezno";"Súkromník";"Gymnázium";"Slovenskı";"Gymnázium";"Súkromné gymnázium";"Druby 64";"Podbrezová";"97681";"3,51759";"7,1066";;;;"6,63265";;;;;;;;;"90,1515";"68,1818";"80,303";;;;;;;;;;;;;"53,0702";;;;
"2219";"Banskobystrickı";"Brezno";"Súkromník";"SOŠ hutnícka";"Slovenskı";"Stredná odborná škola";"Súkr. SOŠ hutnícka";"Druby 64";"Podbrezová";"97681";"13,5";"23";;;"20,7317";;;"29,5455";;;;;;;"64,8515";"88,1188";;;;;;;;;;;;;;"74,9431";;;;
"2220";"Banskobystrickı";"Brezno";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kolkáreò 12";"Podbrezová";"97681";;;;;;;;;;;"99,688";"89,0625";;;"75,0181";"96,6787";"29,6029";;;;;;;;;;;;;"43,172";;;;
"2222";"Banskobystrickı";"Brezno";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Kpt. Nálepku 878";"Pohorelá";"97669";;;;;;;;;;;"63,6505";"60,7955";;;"3,82671";"37,8339";"68,5199";;;;;;;;;;;;;"47,0053";;;;
"2223";"Banskobystrickı";"Brezno";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hlavná 1";"Pohronská Polhora";"97656";;;;;;;;;;;"15,7566";"29,5455";;;"89,5307";"100";"68,6643";;;;;;;;;;;;;"34,4035";;;;
"2224";"Banskobystrickı";"Brezno";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Hlavná 1";"Pohronská Polhora";"97656";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2225";"Banskobystrickı";"Brezno";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Cesta oslobodite¾ov 8";"Polomka";"97666";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2226";"Banskobystrickı";"Brezno";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Komenského 34";"Polomka";"97666";;;;;;;;;;;"20,0468";"33,7358";;;;;;;;;;;;;;;;;;"44,5616";;;;
"2227";"Banskobystrickı";"Brezno";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec.základná škola";"Štúrova 60";"Polomka";"97666";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2228";"Banskobystrickı";"Brezno";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 418";"Predajná";"97663";;;;;;;;;;;"24,103";"39,7017";;;"16,7509";"29,5307";"46,9314";;;;;;;;;;;;;"65,2132";;;;
"2230";"Banskobystrickı";"Brezno";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Krá¾ovoho¾ská 413";"Šumiac";"97671";;;;;;;;;;;"55,7722";"76,8466";;;"36,3899";"69,0253";"64,5487";;;;;;;;;;;;;"54,528";;;;
"2232";"Banskobystrickı";"Brezno";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Telgárt 68";"Telgárt";"97673";;;;;;;;;;;"2,18409";"2,76989";;;"2,45487";"1,58845";"34,5848";;;;;;;;;;;;;"64,9257";;;;
"2233";"Banskobystrickı";"Brezno";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Októbrová 16";"Valaská";"97646";;;;;;;;;;;"36,6615";"25,9943";;;"100";"96,6787";"13,574";;;;;;;;;;;;;"18,3996";;;;
"2234";"Banskobystrickı";"Brezno";"Krajskı úrad, Okresnı úrad";"Praktická škola internátna";"Slovenskı";"Špeciálna stredná škola";"Prakt.škola internátna";"Švermova 1";"Valaská";"97646";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"41,2698";;;;
"2235";"Banskobystrickı";"Brezno";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"Špeciálna zákl.škola i.";"Švermova 1";"Valaská";"97646";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2236";"Banskobystrickı";"Brezno";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište int.";"Švermova 1";"Valaská";"97646";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"80,1587";;;;
"2237";"Banskobystrickı";"Brezno";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Záhradná 1";"Valaská";"97646";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2239";"Banskobystrickı";"Brezno";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hviezdoslavova 30";"Závadka nad Hronom";"97667";;;;;;;;;;;"11,1544";"8,66477";;;"64,8375";"62,8881";"11,8412";;;;;;;;;;;;;"60,9966";;;;
"2240";"Banskobystrickı";"Detva";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"A. Bernoláka 20";"Detva";"96212";;;;;;;;;;;"68,1747";"50,3551";;;"94,0072";"75,8123";"68,3755";;;;;;;;;;;;;"20,46";;;;
"2241";"Banskobystrickı";"Detva";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kukuèínova 6";"Detva";"96212";;;;;;;;;;;"58,4243";"50,7102";;;"56,3177";"96,6787";"48,1588";;;;;;;;;;;;;"37,6138";;;;
"2242";"Banskobystrickı";"Detva";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec.základná škola";"Obrancov mieru 9";"Detva";"96212";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2243";"Banskobystrickı";"Detva";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"ŠZŠ pre telesne postih.";"Pionierska 13";"Detva";"96212";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2244";"Banskobystrickı";"Detva";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"ŠZŠ pre telesne postih.";"Pionierska 13";"Detva";"96212";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2245";"Banskobystrickı";"Detva";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"ŠZŠ pre telesne postih.";"Pionierska 13";"Detva";"96212";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2246";"Banskobystrickı";"Detva";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Štúrova 12";"Detva";"96212";;;;;;;;;;;"82,9953";"71,6619";;;;;;;;;;;;;;;;;;"59,08";;;;
"2247";"Banskobystrickı";"Detva";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Štúrova 12";"Detva";"96212";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"89,3805";;;;
"2248";"Banskobystrickı";"Detva";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Spojená škola - OA";"Štúrova 848";"Detva";"96212";"58";;;;"77,8049";"91,7098";;;;;;;;;"65,8416";"57,4257";;;;;;;;;;;;;;"60,82";;;;
"2249";"Banskobystrickı";"Detva";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Štúrova 849";"Detva";"96212";"11,0553";"46,1929";;;;"2,55102";;;;;;;;;"33,3333";"87,8788";"17,4242";;;;;;;;;;;;;"76,3158";;;;
"2250";"Banskobystrickı";"Detva";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ul. Obrancov mieru 884";"Detva";"96212";;;;;;;;;;;"46,2559";"31,392";;;"100";"93,574";"71,2635";;;;;;;;;;;;;"20,3162";;;;
"2251";"Banskobystrickı";"Detva";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Detvianska Huta 369";"Detvianska Huta";"96205";;;;;;;;;;;"7,4883";"17,1165";;;"51,3357";"94,8736";"19,5668";;;;;;;;;;;;;"70,1965";;;;
"2252";"Banskobystrickı";"Detva";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Krivec 1355";"Hriòová";"96205";;;;;;;;;;;"43,6037";"43,4659";;;"86,787";"96,6787";"62,8881";;;;;;;;;;;;;"54,1447";;;;
"2254";"Banskobystrickı";"Detva";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Školská 1575";"Hriòová";"96205";;;;;;;;;;;"39,8596";"26,2074";;;"55,1625";"62,2383";"58,0505";;;;;;;;;;;;;"35,5055";;;;
"2255";"Banskobystrickı";"Detva";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Školská 2643";"Hriòová";"96205";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"77,2861";;;;
"2256";"Banskobystrickı";"Detva";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Korytárky 52";"Korytárky";"96204";;;;;;;;;;;;;;;"44,2599";"73,4296";"57,8339";;;;;;;;;;;;;;;;;
"2257";"Banskobystrickı";"Detva";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kriváò 435";"Kriváò";"96204";;;;;;;;;;;"49,298";"79,3324";;;;;;;;;;;;;;;;;;"38,2367";;;;
"2258";"Banskobystrickı";"Detva";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Látky 51";"Látky";"98545";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"91,3752";;;;
"2259";"Banskobystrickı";"Detva";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Slatinské Lazy 112";"Slatinské Lazy";"96225";;;;;;;;;;;"26,5991";"42,7557";;;"36,7509";"65,343";"16,3177";;;;;;;;;;;;;"93,8189";;;;
"2260";"Banskobystrickı";"Detva";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Stook 47";"Stook";"96212";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2261";"Banskobystrickı";"Detva";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Za zámkom 436";"Víg¾aš";"96202";;;;;;;;;;;"19,4228";"30,4688";;;;;;;;;;;;;;;;;;"67,8007";;;;
"2263";"Banskobystrickı";"Krupina";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Bzovík 136";"Bzovík";"96241";;;;;;;;;;;"16,5367";"24,6449";;;"61,444";"47,2202";"51,4079";;;;;;;;;;;;;"58,6488";;;;
"2264";"Banskobystrickı";"Krupina";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Cerovo 58";"Cerovo";"96252";;;;;;;;;;;"3,43214";"0,142046";;;"30,3249";"9,38628";"17,8339";;;;;;;;;;;;;"73,9339";;;;
"2265";"Banskobystrickı";"Krupina";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Dolnı Badín 28";"Dolnı Badín";"96251";;;;;;;;;;;;;;;"0,64982";"0,361011";"15,5957";;;;;;;;;;;;;"93,8189";;;;
"2266";"Banskobystrickı";"Krupina";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Spojená škola - ZŠ s MŠ";"¼. Štúra 155";"Dudince";"96271";;;;;;;;;;;"42,6677";"18,679";;;"89,8917";"100";"70,6859";;;;;;;;;;;;;"58,3613";;;;
"2267";"Banskobystrickı";"Krupina";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"¼udovíta Štúra 155";"Dudince";"96271";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"51,3274";;;;
"2268";"Banskobystrickı";"Krupina";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hontianske Moravce 18";"Hontianske Moravce";"96271";;;;;;;;;;;"39,8596";"17,7557";;;"60,6498";"100";"52,2022";;;;;;;;;;;;;"91,3752";;;;
"2271";"Banskobystrickı";"Krupina";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hontianske Nemce 77";"Hontianske Nemce";"96265";;;;;;;;;;;"36,6615";"32,3864";;;"45,6318";"84,3321";"60,1444";;;;;;;;;;;;;"69,4298";;;;
"2273";"Banskobystrickı";"Krupina";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Hontianske Tesáre 148";"Hontianske Tesáre";"96268";;;;;;;;;;;;;;;"68,1588";"92,6354";"26,065";;;;;;;;;;;;;"97,173";;;;
"2274";"Banskobystrickı";"Krupina";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"SOŠ obchodu a sluieb";"M. R. Štefánika 8";"Krupina";"96301";;;;;;;;;;;;;;;"53,9604";"34,1584";"12,2137";;;;;;;;;;;;;"89,7494";;;;
"2275";"Banskobystrickı";"Krupina";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"M. R. Štefánika 3";"Krupina";"96301";;;;;;;;;;;"21,0608";"23,8636";;;"89,4585";"87,7256";"59,3502";;;;;;;;;;;;;"27,1203";;;;
"2276";"Banskobystrickı";"Krupina";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium A.S.";"M. R. Štefánika 8";"Krupina";"96301";"15,0754";"16,7513";;;;"37,7551";;;;;;;;;"12,1212";"69,697";"12,8788";;;;;;;;;;;;;"84,2105";;;;
"2278";"Banskobystrickı";"Krupina";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec.základná škola";"Partizánska 26";"Krupina";"96301";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2279";"Banskobystrickı";"Krupina";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Svätotrojièné nám. 7";"Krupina";"96301";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"71,9764";;;;
"2280";"Banskobystrickı";"Krupina";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 10";"Krupina";"96301";;;;;;;;;;;"17,7847";"30,1847";;;"34,0794";"100";"39,5668";;;;;;;;;;;;;"18,8788";;;;
"2282";"Banskobystrickı";"Krupina";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Litava 4";"Litava";"96244";;;;;;;;;;;;;;;"50,9025";"10,8303";"12,852";;;;;;;;;;;;;"98,1313";;;;
"2284";"Banskobystrickı";"Krupina";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Sebechleby 145";"Sebechleby";"96266";;;;;;;;;;;"17,4727";"16,6193";;;"78,2672";"90,5415";"50,3249";;;;;;;;;;;;;"62,6258";;;;
"2286";"Banskobystrickı";"Krupina";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Senohrad 129";"Senohrad";"96243";;;;;;;;;;;"51,7161";"25,9943";;;"58,917";"48,5921";"50,6859";;;;;;;;;;;;;"75,563";;;;
"2287";"Banskobystrickı";"Luèenec";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s MŠ";"Belina 185";"Belina";"98601";;;;;;;;;;;;;;;"76,7509";"17,3285";"36,1011";;;;;;;;;;;;;"89,0752";;;;
"2288";"Banskobystrickı";"Luèenec";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Gagarinova 4";"Biskupice";"98601";;;;;;;;;;;;;;;"100";"85,1986";"48,7365";;;;;;;;;;;;;"0,766651";;;;
"2289";"Banskobystrickı";"Luèenec";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Bulhary 12";"Bulhary";"98601";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"0,287494";;;;
"2290";"Banskobystrickı";"Luèenec";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Buzitka 138";"Buzitka";"98541";;;;;;;;;;;;;;;"100";"89,3141";"36,9675";;;;;;;;;;;;;"93,8189";;;;
"2291";"Banskobystrickı";"Luèenec";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Èakanovce 28";"Èakanovce";"98558";;;;;;;;;;;;;;;"49,9639";"37,1119";"17,5451";;;;;;;;;;;;;"58,3613";;;;
"2292";"Banskobystrickı";"Luèenec";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola";"Èamovce 34";"Èamovce";"98601";;;;;;;;;;;;;;;"88,4477";"94,4404";"47,0036";;;;;;;;;;;;;"78,1025";;;;
"2294";"Banskobystrickı";"Luèenec";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Lúèna 8";"Divín";"98552";;;;;;;;;;;"57,9563";"38,0682";;;"64,8375";"75,8123";"28,8809";;;;;;;;;;;;;"27,4557";;;;
"2295";"Banskobystrickı";"Luèenec";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Dobroè 173";"Dobroè";"98553";;;;;;;;;;;;;;;"46,2094";"60,0722";"2,31047";;;;;;;;;;;;;"98,0834";;;;
"2296";"Banskobystrickı";"Luèenec";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Farská lúka 64/A";"Fi¾akovo";"98601";;;;;;;;;;;"93,6817";"83,9489";;;"78,9892";"88,8087";"80,2888";;;;;;;;;;;;;"48,2032";;;;
"2297";"Banskobystrickı";"Luèenec";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Farská lúka 64/B";"Fi¾akovo";"98601";;;;;;;;;;;;"3,83523";"23,1343";"7,46269";;;;;;;;;;;;;;;;"40,6325";;;;
"2298";"Banskobystrickı";"Luèenec";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"J.Kalinèiaka 8";"Fi¾akovo";"98601";;;;;;;;;;;;;;;"22,7723";"12,3762";;;;;;;;;;;;;;"80,1822";;;;
"2299";"Banskobystrickı";"Luèenec";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Koháryho nám. 8";"Fi¾akovo";"98601";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"71,0914";;;;
"2300";"Banskobystrickı";"Luèenec";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Mládenícka 7";"Fi¾akovo";"98601";;;;;;;;;;;;"63,9915";"99,2537";"78,3582";;;;;;;;;;;;;;;;"27,1682";;;;
"2301";"Banskobystrickı";"Luèenec";"Samosprávny kraj";"Gymnázium";"Slovenskı - maïarskı ";"Gymnázium";"Gymnázium";"Nám. padlıch hrdinov 2";"Fi¾akovo";"98615";"0,502513";"50,7614";"80";"75";;"55,102";;;;;;"5,35714";"100";"66,6667";"53,0303";"18,9394";"72,7273";;;;;;;;;;;;;"68,4211";;;;
"2302";"Banskobystrickı";"Luèenec";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 1";"Fi¾akovo";"98601";;;;;;;;;;;"9,75039";"25,7102";;;"56,2455";"81,5162";"35,2347";;;;;;;;;;;;;"16,1955";;;;
"2303";"Banskobystrickı";"Luèenec";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola int.";"Slovenskı - maïarskı ";"Špeciálna základná škola";"Špeciálna zákl.škola i.";"Vinièná 12";"Fi¾akovo";"98601";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2304";"Banskobystrickı";"Luèenec";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı - maïarskı ";"Základná škola";"Základná škola s VJSaM";"Fi¾akovské Kováèe 274";"Fi¾akovské Kováèe";"98601";;;;;;;;;;;;;;;"29,3863";"48,0866";"42,4549";;;;;;;;;;;;;"29,2765";;;;
"2306";"Banskobystrickı";"Luèenec";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Drustevná 11";"Haliè";"98511";;;;;;;;;;;"6,16225";"15,767";;;"58,917";"62,2383";"50,3971";;;;;;;;;;;;;"87,3023";;;;
"2307";"Banskobystrickı";"Luèenec";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı - maïarskı ";"Základná škola";"Základná škola";"Holiša 61";"Holiša";"98557";;;;;;;;;;;;;;;"34,657";"49,0253";"42,0217";;;;;;;;;;;;;"98,323";;;;
