"ID";"kraj";"okres";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"Mat_SJ";"Mat_M";"Mat_MJ";"Mat_SJaSL";"Mat_AJB1";"Mat_AJB2";"Mat_AJC1";"Mat_NJB1";"Mat_NJB2";"Mat_NJC1";"T9_SJ";"T9_M";"T9_MJ";"T9_SJaSL";"riad_skoly";"podm_VaV";"VV_proces";"insp_9R_SJ";"insp_4R_Pri";"insp_9r_Fyz";"insp_9R_Pri";"ucasti";"Kom_M";"Kom_SJ";"mimo_vysl";"nezam";"nezam_okres";"prijati_VS";"uspesnost_VS";"poc_ucitelov";"IKT";"kval";"rozpocet";"vlastne_zdroje"
"2363";"Banskobystrickı";"Poltár";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Štúrova 70";"Kokava nad Rimavicou";"98505";;;;;;;;;;;"14,7426";"22,2301";;;"36,8953";"93,574";"45,1264";;;;;;;;;;;;;"37,4701";;;;
"2364";"Banskobystrickı";"Poltár";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Málinec 86";"Málinec";"98526";;;;;;;;;;;"32,7613";"7,74148";;;"37,6173";"53,213";"38,4116";;;;;;;;;;;;;"84,0441";;;;
"2366";"Banskobystrickı";"Poltár";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Slobody 2";"Poltár";"98701";;;;;;;;;;;"10,7644";"31,392";;;"36,3899";"62,2383";"55,4513";;;;;;;;;;;;;"25,9703";;;;
"2367";"Banskobystrickı";"Poltár";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Školská 3";"Poltár";"98701";;;;;;;;;;;"11,4665";"14,8438";;;"20,9386";"66,7148";"41,1552";;;;;;;;;;;;;"31,6723";;;;
"2368";"Banskobystrickı";"Poltár";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Školská 3";"Poltár";"98701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2369";"Banskobystrickı";"Poltár";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"eleznièná 5";"Poltár";"98701";"10,75";;;;"32,6829";;;"0,909091";;;;;;;"60,396";"63,3663";;;;;;;;;;;;;;;;;;
"2370";"Banskobystrickı";"Poltár";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"eleznièná 6";"Poltár";"98701";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"49,5575";;;;
"2371";"Banskobystrickı";"Poltár";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Uhorské 244";"Uhorské";"98525";;;;;;;;;;;;;;;"71,4079";"69,0253";"25,2708";;;;;;;;;;;;;"69,2861";;;;
"2372";"Banskobystrickı";"Poltár";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Utekáè 821";"Utekáè";"98506";;;;;;;;;;;"2,80811";"5,25568";;;"60,1444";"63,6823";"15,4513";;;;;;;;;;;;;"94,2022";;;;
"2374";"Banskobystrickı";"Revúca";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Drkovce 21";"Drkovce";"98262";;;;;;;;;;;;;;;"100";"54,1516";"24,1877";;;;;;;;;;;;;"22,3287";;;;
"2376";"Banskobystrickı";"Revúca";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s VJM";"Gemer 61";"Gemer";"98201";;;;;;;;;;;;"3,05398";"19,403";"3,73134";"75,9567";"32,5632";"9,31408";;;;;;;;;;;;;"51,0781";;;;
"2377";"Banskobystrickı";"Revúca";"Obec";"Základná škola";"Slovenskı - maïarskı ";"Základná škola";"Základná škola";"Gemerská Ves 204";"Gemerská Ves";"98262";;;;;;;;;;;"2,65211";"5,25568";"20,1493";"17,1642";"22,8881";"45,2708";"19,7834";;;;;;;;;;;;;"18,16";;;;
"2378";"Banskobystrickı";"Revúca";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı - maïarskı ";"Základná škola";"Základná škola";"Hucín 32";"Hucín";"04913";;;;;;;;;;;;;;;"59,7834";"61,2274";"29,0253";;;;;;;;;;;;;"1,34164";;;;
"2379";"Banskobystrickı";"Revúca";"Krajskı úrad, Okresnı úrad";"Praktická škola";"Slovenskı";"Špeciálna stredná škola";"Praktická škola";"Nám.republiky 62";"Jelšava";"04916";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"41,2698";;;;
"2380";"Banskobystrickı";"Revúca";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec.základná škola";"Nám.Republiky 62";"Jelšava";"04916";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2382";"Banskobystrickı";"Revúca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"eleznièná 245";"Jelšava";"04916";;;;;;;;;;;"9,28237";"9,80114";;;"90,5415";"100";"31,6968";;;;;;;;;;;;;"11,2123";;;;
"2384";"Banskobystrickı";"Revúca";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Kameòany 8";"Kameòany";"04962";;;;;;;;;;;;;;;"63,3935";"64,0433";"35,6679";;;;;;;;;;;;;"50,5989";;;;
"2386";"Banskobystrickı";"Revúca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Lubeník 102";"Lubeník";"04918";;;;;;;;;;;"6,16225";"7,59943";;;"47,87";"90,1805";"43,8267";;;;;;;;;;;;;"51,4135";;;;
"2388";"Banskobystrickı";"Revúca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Muráò 353";"Muráò";"04901";;;;;;;;;;;"4,29017";"4,75852";;;;;;;;;;;;;;;;;;"54,6718";;;;
"2390";"Banskobystrickı";"Revúca";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Muránska Dlhá Lúka 52";"Muránska Dlhá Lúka";"05001";;;;;;;;;;;;;;;"10,8303";"76,8953";"8,51986";;;;;;;;;;;;;"48,7302";;;;
"2392";"Banskobystrickı";"Revúca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ratková 229";"Ratková";"98265";;;;;;;;;;;"15,3666";"15,767";;;"34,9458";"41,2996";"42,5271";;;;;;;;;;;;;"75,1797";;;;
"2393";"Banskobystrickı";"Revúca";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Gen.Viesta 6";"Revúca";"05001";"1,25";;;;"0";;;;;;;;;;"37,1287";"94,5545";;;;;;;;;;;;;;"84,9658";;;;
"2394";"Banskobystrickı";"Revúca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hviezdoslavova 1";"Revúca";"05001";;;;;;;;;;;"57,9563";"61,7898";;;;;;;;;;;;;;;;;;"10,5894";;;;
"2395";"Banskobystrickı";"Revúca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"J.A.Komenského 7";"Revúca";"05001";;;;;;;;;;;"26,9891";"29,5455";;;"92,2022";"100";"30,5415";;;;;;;;;;;;;"25,012";;;;
"2396";"Banskobystrickı";"Revúca";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec.základná škola";"Jilemnického 3";"Revúca";"05001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2397";"Banskobystrickı";"Revúca";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Okruná 11";"Revúca";"05001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"60,767";;;;
"2398";"Banskobystrickı";"Revúca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Petra Jilemnického 3";"Revúca";"05001";;;;;;;;;;;"4,60218";"5,6108";;;"75,7401";"74,657";"52,9964";;;;;;;;;;;;;"39,2429";;;;
"2399";"Banskobystrickı";"Revúca";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkr.zákl.umel.škola";"Sládkovièova 63";"Revúca";"05001";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2,0649";;;;
"2400";"Banskobystrickı";"Revúca";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium M. K.";"Vl. Clementisa 21";"Revúca";"05001";"16,0804";"60,4061";;;;"16,8367";;;;;"17,757";"22,3214";;;"52,2727";"81,0606";"25";;;;;;;;;;;;;"63,5965";;;;
"2401";"Banskobystrickı";"Revúca";"Drustvo";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkr. SOŠ";"eleznièná 2";"Revúca";"05001";"2,5";;;;"2,19512";;;"22,2727";;;;;;;"81,6832";"49,505";"22,1374";;;;;;;;;;;;;"64,6925";;;;
"2402";"Banskobystrickı";"Revúca";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Prvé slov.lit.gymnázium";"eleznièná 260";"Revúca";"05001";;;;;;;;;;;;;;;"80,303";"22,7273";"23,4848";;;;;;;;;;;;;"97,807";;;;
"2403";"Banskobystrickı";"Revúca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Sídlisko 165";"Sirk";"04964";;;;;;;;;;;"3,82215";"2,62784";;;"24,4765";"61,5884";"18,9892";;;;;;;;;;;;;"12,4102";;;;
"2404";"Banskobystrickı";"Revúca";"Samosprávny kraj";"Gymnázium";"Slovenskı - maïarskı ";"Gymnázium";"Gymnázium";"Hurbanova 34";"Torna¾a";"98201";;"7,61421";"0";"5";;"27,0408";;;;;;;;;;;;;;;;;;;;;;;;"97,3684";;;;
"2405";"Banskobystrickı";"Revúca";"Krajskı úrad, Okresnı úrad";;"Slovenskı";"Špeciálna stredná škola";"SOŠ pri reeduk.centre";"Mierová 137";"Torna¾a";"98201";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"45,2381";;;;
"2406";"Banskobystrickı";"Revúca";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı - maïarskı ";"Špeciálna základná škola";"Špec.zákl.škola s VJM";"Mierová 143";"Torna¾a";"98201";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2407";"Banskobystrickı";"Revúca";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola";"Mierová 45";"Torna¾a";"98201";;;;;;;;;;;;"13,9205";"57,4627";"66,4179";;;;;;;;;;;;;;;;"4,02492";;;;
"2408";"Banskobystrickı";"Revúca";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište int.";"Mierová 49";"Torna¾a";"98201";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2409";"Banskobystrickı";"Revúca";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı - maïarskı ";"Stredná odborná škola";"Stredná odborná škola";"Šafárikova 56";"Torna¾a";"98201";"3,25";;;;"3,41463";;;"91,8182";;;;;;;"7,42574";"8,41584";;;;;;;;;;;;;;"13,8952";;;;
"2411";"Banskobystrickı";"Revúca";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Škultétyho 11";"Torna¾a";"98201";;;;;;;;;;;"10,1404";"28,3381";;;;;;;;;;;;;;;;;;"10,5414";;;;
"2412";"Banskobystrickı";"Revúca";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Štúrova 6";"Torna¾a";"98201";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"92,6254";;;;
"2413";"Banskobystrickı";"Rimavská Sobota";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s MŠ";"Abovce 165";"Abovce";"98044";;;;;;;;;;;;;;;"100";"83,3935";"35,0181";;;;;;;;;;;;;"1,91663";;;;
"2414";"Banskobystrickı";"Rimavská Sobota";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Barca 24";"Barca";"98251";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"22,3287";;;;
"2416";"Banskobystrickı";"Rimavská Sobota";"Obec";"Základná škola";"Slovenskı - maïarskı ";"Základná škola";"Základná škola";"Bátka 172";"Bátka";"98021";;;;;;;;;;;;"3,48011";"7,46269";"4,47761";"73,2852";"52,491";"23,2491";;;;;;;;;;;;;"3,30618";;;;
"2417";"Banskobystrickı";"Rimavská Sobota";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Blhovce 260";"Blhovce";"98032";;;;;;;;;;;;;;;"65,1986";"85,8484";"13,5018";;;;;;;;;;;;;"71,9214";;;;
"2418";"Banskobystrickı";"Rimavská Sobota";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Cakov 21";"Cakov";"98042";;;;;;;;;;;;;;;"79,9278";"64,0433";"26,3538";;;;;;;;;;;;;"29,2765";;;;
"2419";"Banskobystrickı";"Rimavská Sobota";"Krajskı úrad, Okresnı úrad";"ZŠ pri špec.vıchovn.zariadení";"Slovenskı";"Špeciálna základná škola";"Základná škola pri RC";"S. Kollára 51";"Èerenèany";"97901";;;;;;;;;;;"15,7895";"21,0526";;;;;;;;;;;;;;;;;;;;;;
"2420";"Banskobystrickı";"Rimavská Sobota";"Krajskı úrad, Okresnı úrad";"ŠZŠ pri špec.vıchovn.zariadení";"Slovenskı";"Špeciálna základná škola";"Špec.zákl.škola pri RC";"S. Kollára 51";"Èerenèany";"97901";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2422";"Banskobystrickı";"Rimavská Sobota";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Èí 145";"Èí";"98043";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4,79157";;;;
"2423";"Banskobystrickı";"Rimavská Sobota";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola";"Dubovec 118";"Dubovec";"98041";;;;;;;;;;;;;;;"65,1986";"85,8484";"22,0939";;;;;;;;;;;;;"60,7571";;;;
"2424";"Banskobystrickı";"Rimavská Sobota";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola";"Figa 103";"Figa";"98251";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"80,5942";;;;
"2425";"Banskobystrickı";"Rimavská Sobota";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s MŠ";"Hlavná 6";"Gemerské Dechtáre";"98004";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2426";"Banskobystrickı";"Rimavská Sobota";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Gemerské Michalovce 3";"Gemerské Michalovce";"98252";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"85,7691";;;;
"2427";"Banskobystrickı";"Rimavská Sobota";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s MŠ";"Gemerskı Jablonec 244";"Gemerskı Jablonec";"98035";;;;;;;;;;;;"23,1534";"67,1642";"45,5224";"76,2455";"83,9711";"39,8556";;;;;;;;;;;;;"49,1136";;;;
"2428";"Banskobystrickı";"Rimavská Sobota";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s VJM";"Gortva 135";"Gortva";"98002";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"66,1236";;;;
"2429";"Banskobystrickı";"Rimavská Sobota";"Obec";"ZŠ-roè.I. stupeò";"Maïarskı";"Základná škola";"Základná škola s MŠ";"Hajnáèka 419";"Hajnáèka";"98033";;;;;;;;;;;;;;;"100";"93,8628";"59,7112";;;;;;;;;;;;;"73,5506";;;;
"2430";"Banskobystrickı";"Rimavská Sobota";"Samosprávny kraj";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Hlavná 425";"Hnúša";"98111";"2,75";;;;"12,6829";;;"17,7273";;;;;;;"56,9307";"53,4653";;;;;;;;;;;;;;"23,4624";;;;
"2431";"Banskobystrickı";"Rimavská Sobota";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium M.H.";"Hlavná 431";"Hnúša";"98112";"9,54774";"47,2081";;;;"8,16327";;;;;"31,7757";"28,5714";;;"50,7576";"35,6061";"68,1818";;;;;;;;;;;;;"73,2456";;;;
"2432";"Banskobystrickı";"Rimavská Sobota";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Klokoèova 742";"Hnúša";"98101";;;;;;;;;;;"53,3541";"16,3352";;;"80,7942";"75,8123";"71,3357";;;;;;;;;;;;;"35,3138";;;;
"2433";"Banskobystrickı";"Rimavská Sobota";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nábreie Rimavy 457";"Hnúša";"98101";;;;;;;;;;;"8,73635";"9,09091";;;"56,2455";"79,639";"32,4188";;;;;;;;;;;;;"16,8184";;;;
"2434";"Banskobystrickı";"Rimavská Sobota";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Nábreie Rimavy 457";"Hnúša";"98101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"36,5782";;;;
"2435";"Banskobystrickı";"Rimavská Sobota";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec.základná škola";"Zápotockého 127";"Hnúša";"98101";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2436";"Banskobystrickı";"Rimavská Sobota";"Obec";"Základná škola";"Slovenskı - maïarskı ";"Základná škola";"Základná škola";"Hodejov 130";"Hodejov";"98031";;;;;;;;;;;"62,0125";"7,67045";"8,20895";"18,6567";"80,4332";"40,2166";"24,2599";;;;;;;;;;;;;"41,9262";;;;
"2437";"Banskobystrickı";"Rimavská Sobota";"Obec";"Základná škola";"Maïarskı";"Základná škola";"Základná škola s MŠ";"Hlavná 144";"Hostice";"98004";;;;;;;;;;;;"3,05398";"9,70149";"2,98507";;;;;;;;;;;;;;;;"50,5989";;;;
"2438";"Banskobystrickı";"Rimavská Sobota";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"eleznièná 26";"Hrachovo";"98052";;;;;;;;;;;"30,8112";"27,4148";;;;;;;;;;;;;;;;;;"48,2032";;;;
